inflacao,inflacao,,8,0.773869347,0.912670068,11554.08333
democracia,democracia,,7,0.455621302,0.479499072,1029
vereador,vereador,,6,0.321503132,0.332683983,888
distrital,distrito,,6,0.247588424,0.258333333,745
estadual,estadual,,7,0.200782269,0.213048856,600
federar,federal,,8,0.168490153,0.182150588,453
preco,preco,,9,0.452941176,0.498889404,310.3333333
gasolina,gasolina,,9,0.451612903,0.493478149,305.9166667
real,real,,9,0.445086705,0.484279015,305
meter,manter,,9,0.445086705,0.484279015,305
deputar,deputado,,9,0.144873001,0.159139868,304
desempregar,desempregado,,9,0.446376812,0.48969027,156.4166667
alta,alta,,9,0.441260745,0.478867759,153
dilma,dilma,,9,0.441260745,0.478867759,153
dinheiro,dinheiro,,9,0.44,0.475621006,153
familia,familia,,9,0.44,0.475621006,153
contar,contas,,9,0.44,0.475621006,153
crise,crise,,9,0.44,0.475621006,153
gas,gas,,10,0.31300813,0.333413214,153
senador,senador,,10,0.126853377,0.140321583,153
aumentar,aumento,,9,0.461077844,0.511876417,108.0833333
acima,acima,,9,0.445086705,0.484279015,47.83333333
salario,salario,,9,0.442528736,0.482114512,44.83333333
alto,alto,,9,0.447674419,0.490772521,9
dolar,dolar,,9,0.446376812,0.486984642,6.25
juro,juro,,9,0.445086705,0.488608019,5.083333333
subir,subir,,9,0.447674419,0.488066893,2.833333333
ano,ano,,9,0.442528736,0.482114512,2
fome,fome,,9,0.441260745,0.478867759,1
governar,governo,,9,0.441260745,0.478867759,1
passar,passar,,9,0.44,0.477785508,0.5
baixo,baixo,,9,0.44,0.477785508,0.5
taxar,taxa,,9,0.44,0.477785508,0.5
pib,pib,,9,0.44,0.477785508,0.5
minimo,minimo,,10,0.32016632,0.345317976,0.333333333
