inflacao,inflacao,,2,0.917197452,0.954861111,10132.91667
preco,preco,,3,0.496551724,0.516203704,288.8333333
real,real,,3,0.489795918,0.502314815,285
meter,manter,,3,0.489795918,0.502314815,285
desempregar,desempregado,,3,0.491467577,0.508101852,146.4166667
dilma,dilma,,3,0.484848485,0.496527778,143
dinheiro,dinheiro,,3,0.483221477,0.493055556,143
familia,familia,,3,0.483221477,0.493055556,143
contar,contas,,3,0.483221477,0.493055556,143
crise,crise,,3,0.483221477,0.493055556,143
aumentar,aumento,,3,0.507042254,0.530092593,93.58333333
acima,acima,,3,0.489795918,0.502314815,45.25
salario,salario,,3,0.486486486,0.5,42.25
alto,alto,,3,0.493150685,0.509259259,9.25
juro,juro,,3,0.489795918,0.506944444,5.083333333
subir,subir,,3,0.489795918,0.50462963,2.916666667
ano,ano,,3,0.486486486,0.5,2
dolar,dolar,,3,0.484848485,0.498842593,1.25
fome,fome,,3,0.484848485,0.496527778,1
governar,governo,,3,0.484848485,0.496527778,1
passar,passar,,3,0.483221477,0.49537037,0.5
fhc,fhc,,3,0.483221477,0.49537037,0.5
baixo,baixo,,3,0.483221477,0.49537037,0.5
taxar,taxa,,3,0.483221477,0.49537037,0.5
pib,pib,,3,0.483221477,0.49537037,0.5
gasolina,gasolina,,3,0.489795918,0.502314815,0.416666667
minimo,minimo,,4,0.342042755,0.355902778,0.333333333
