inflacao,inflacao,,8,0.775510204,0.914810464,11270.91667
democracia,democracia,,7,0.456456456,0.480325815,1015
vereador,vereador,,6,0.322033898,0.333223684,876
distrital,distrito,,6,0.247960848,0.25877193,735
estadual,estadual,,7,0.201058201,0.21343985,592
federar,federal,,8,0.168701443,0.182510965,447
gasolina,gasolina,,9,0.451038576,0.493392335,301.6666667
real,real,,9,0.445747801,0.485168651,301
meter,manter,,9,0.445747801,0.485168651,301
deputar,deputado,,9,0.145038168,0.159471596,300
preco,preco,,9,0.451038576,0.495585317,156.3333333
desempregar,desempregado,,9,0.447058824,0.490651107,154.4166667
fhc,fhc,,9,0.441860465,0.479686195,151
dilma,dilma,,9,0.441860465,0.479686195,151
dinheiro,dinheiro,,9,0.44057971,0.476396721,151
familia,familia,,9,0.44057971,0.476396721,151
contar,contas,,9,0.44057971,0.476396721,151
crise,crise,,9,0.44057971,0.476396721,151
gas,gas,,10,0.312757202,0.333414265,151
senador,senador,,10,0.126984127,0.140614557,151
aumentar,aumento,,9,0.460606061,0.512032686,102.3333333
acima,acima,,9,0.445747801,0.485168651,47.5
salario,salario,,9,0.443148688,0.482975668,44.5
alto,alto,,9,0.447058824,0.490651107,7.333333333
juro,juro,,9,0.445747801,0.489554616,5.083333333
subir,subir,,9,0.447058824,0.487909879,2.333333333
ano,ano,,9,0.443148688,0.482975668,2
governar,governo,,9,0.443148688,0.480782686,2
dolar,dolar,,9,0.444444444,0.483523914,1.25
fome,fome,,9,0.441860465,0.479686195,1
passar,passar,,9,0.44057971,0.478589703,0.5
baixo,baixo,,9,0.44057971,0.478589703,0.5
taxar,taxa,,9,0.44057971,0.478589703,0.5
pib,pib,,9,0.44057971,0.478589703,0.5
minimo,minimo,,10,0.32,0.345475668,0.333333333
